13	-178 27 -177 28
13	-177 -86 -176 -85
13	-177 68 -176 69
13	-176 -86 -175 -85
13	-176 71 -175 72
13	-172 -12 -171 -11
13	-172 -11 -171 -10
13	-170 57 -169 58
13	-169 -85 -168 -84
13	-169 24 -168 25
13	-169 25 -168 26
13	-169 64 -168 65
13	-168 24 -167 25
13	-168 25 -167 26
13	-167 24 -166 25
13	-166 -86 -165 -85
13	-166 -12 -165 -11
13	-165 68 -164 69
13	-164 -14 -163 -13
13	-163 22 -162 23
13	-163 23 -162 24
13	-163 62 -162 63
13	-162 22 -161 23
13	-162 54 -161 55
13	-162 56 -161 57
13	-162 62 -161 63
13	-161 -87 -160 -86
13	-161 -1 -160 0
13	-161 69 -160 70
13	-159 -86 -158 -85
13	-159 -78 -158 -77
13	-159 63 -158 64
13	-159 69 -158 70
13	-158 -87 -157 -86
13	-158 -86 -157 -85
13	-158 55 -157 56
13	-158 69 -157 70
13	-157 -87 -156 -86
13	-157 55 -156 56
13	-156 -79 -155 -78
13	-155 -5 -154 -4
13	-154 -86 -153 -85
13	-154 -78 -153 -77
13	-154 66 -153 67
13	-153 -78 -152 -77
13	-152 -87 -151 -86
13	-152 57 -151 58
13	-150 -87 -149 -86
13	-150 -17 -149 -16
13	-149 -77 -148 -76
13	-149 -18 -148 -17
13	-148 -77 -147 -76
13	-147 -86 -146 -85
13	-147 -78 -146 -77
13	-146 -20 -145 -19
13	-145 -78 -144 -77
13	-144 -77 -143 -76
13	-144 -28 -143 -27
13	-144 59 -143 60
13	-143 70 -142 71
13	-142 -17 -141 -16
13	-142 -16 -141 -15
13	-140 -76 -139 -75
13	-140 -21 -139 -20
13	-140 -19 -139 -18
13	-140 65 -139 66
13	-138 -76 -137 -75
13	-138 64 -137 65
13	-137 69 -136 70
13	-133 -76 -132 -75
13	-133 -75 -132 -74
13	-130 50 -129 51
13	-129 67 -128 68
13	-129 68 -128 69
13	-126 70 -125 71
13	-125 39 -124 40
13	-125 62 -124 63
13	-125 72 -124 73
13	-125 74 -124 75
13	-124 64 -123 65
13	-123 69 -122 70
13	-122 62 -121 63
13	-122 65 -121 66
13	-122 76 -121 77
13	-121 62 -120 63
13	-121 67 -120 68
13	-121 68 -120 69
13	-120 -75 -119 -74
13	-120 76 -119 77
13	-119 66 -118 67
13	-119 71 -118 72
13	-118 69 -117 70
13	-117 66 -116 67
13	-117 68 -116 69
13	-116 -75 -115 -74
13	-116 76 -115 77
13	-115 -75 -114 -74
13	-115 76 -114 77
13	-114 58 -113 59
13	-114 75 -113 76
13	-111 74 -110 75
13	-111 75 -110 76
13	-111 76 -110 77
13	-109 58 -108 59
13	-109 60 -108 61
13	-109 75 -108 76
13	-108 61 -107 62
13	-108 62 -107 63
13	-108 71 -107 72
13	-106 -27 -105 -26
13	-106 60 -105 61
13	-106 75 -105 76
13	-105 63 -104 64
13	-105 64 -104 65
13	-104 -75 -103 -74
13	-104 64 -103 65
13	-103 66 -102 67
13	-103 75 -102 76
13	-102 -76 -101 -75
13	-100 -76 -99 -75
13	-100 -75 -99 -74
13	-100 57 -99 58
13	-100 69 -99 70
13	-99 69 -98 70
13	-99 74 -98 75
13	-99 75 -98 76
13	-98 76 -97 77
13	-97 25 -96 26
13	-97 26 -96 27
13	-97 76 -96 77
13	-96 59 -95 60
13	-96 76 -95 77
13	-96 77 -95 78
13	-95 28 -94 29
13	-94 65 -93 66
13	-93 58 -92 59
13	-93 61 -92 62
13	-93 68 -92 69
13	-93 74 -92 75
13	-92 1 -91 2
13	-92 57 -91 58
13	-91 -69 -90 -68
13	-91 76 -90 77
13	-90 0 -89 1
13	-90 63 -89 64
13	-90 75 -89 76
13	-89 28 -88 29
13	-89 76 -88 77
13	-87 -79 -86 -78
13	-87 -78 -86 -77
13	-87 72 -86 73
13	-86 70 -85 71
13	-86 77 -85 78
13	-85 70 -84 71
13	-85 78 -84 79
13	-84 17 -83 18
13	-84 24 -83 25
13	-84 27 -83 28
13	-84 28 -83 29
13	-83 -80 -82 -79
13	-83 54 -82 55
13	-83 67 -82 68
13	-82 -81 -81 -80
13	-81 55 -80 56
13	-81 72 -80 73
13	-80 24 -79 25
13	-80 27 -79 28
13	-80 72 -79 73
13	-80 74 -79 75
13	-80 75 -79 76
13	-79 -74 -78 -73
13	-79 61 -78 62
13	-79 63 -78 64
13	-79 64 -78 65
13	-79 71 -78 72
13	-78 27 -77 28
13	-78 57 -77 58
13	-78 65 -77 66
13	-78 83 -77 84
13	-76 -46 -75 -45
13	-76 65 -75 66
13	-75 -71 -74 -70
13	-75 19 -74 20
13	-75 71 -74 72
13	-74 -74 -73 -73
13	-74 -72 -73 -71
13	-74 39 -73 40
13	-74 52 -73 53
13	-74 58 -73 59
13	-73 -72 -72 -71
13	-73 56 -72 57
13	-73 59 -72 60
13	-73 68 -72 69
13	-73 70 -72 71
13	-73 71 -72 72
13	-72 -74 -71 -73
13	-72 40 -71 41
13	-72 56 -71 57
13	-72 78 -71 79
13	-71 -77 -70 -76
13	-71 -69 -70 -68
13	-71 56 -70 57
13	-71 57 -70 58
13	-71 78 -70 79
13	-70 -77 -69 -76
13	-70 -76 -69 -75
13	-70 42 -69 43
13	-70 52 -69 53
13	-70 64 -69 65
13	-70 70 -69 71
13	-69 17 -68 18
13	-69 64 -68 65
13	-69 80 -68 81
13	-68 69 -67 70
13	-68 77 -67 78
13	-67 61 -66 62
13	-67 67 -66 68
13	-67 75 -66 76
13	-66 57 -65 58
13	-66 68 -65 69
13	-66 77 -65 78
13	-65 -82 -64 -81
13	-65 80 -64 81
13	-64 -82 -63 -81
13	-64 -74 -63 -73
13	-64 15 -63 16
13	-64 66 -63 67
13	-63 -63 -62 -62
13	-63 39 -62 40
13	-63 76 -62 77
13	-63 80 -62 81
13	-62 -63 -61 -62
13	-62 44 -61 45
13	-62 76 -61 77
13	-62 80 -61 81
13	-61 15 -60 16
13	-60 -66 -59 -65
13	-60 75 -59 76
13	-58 0 -57 1
13	-57 -36 -56 -35
13	-57 54 -56 55
13	-56 -36 -55 -35
13	-56 0 -55 1
13	-56 71 -55 72
13	-55 -1 -54 0
13	-55 0 -54 1
13	-53 72 -52 73
13	-53 81 -52 82
13	-52 -84 -51 -83
13	-52 82 -51 83
13	-51 -84 -50 -83
13	-51 3 -50 4
13	-50 67 -49 68
13	-48 82 -47 83
13	-47 82 -46 83
13	-45 83 -44 84
13	-42 -24 -41 -23
13	-41 83 -40 84
13	-40 -21 -39 -20
13	-38 82 -37 83
13	-37 -12 -36 -11
13	-37 82 -36 83
13	-36 -11 -35 -10
13	-36 82 -35 83
13	-35 -78 -34 -77
13	-35 82 -34 83
13	-33 82 -32 83
13	-33 83 -32 84
13	-32 82 -31 83
13	-32 83 -31 84
13	-30 72 -29 73
13	-30 81 -29 82
13	-29 68 -28 69
13	-28 -60 -27 -59
13	-27 68 -26 69
13	-27 74 -26 75
13	-25 37 -24 38
13	-25 74 -24 75
13	-25 77 -24 78
13	-24 74 -23 75
13	-22 71 -21 72
13	-22 72 -21 73
13	-22 78 -21 79
13	-22 79 -21 80
13	-22 80 -21 81
13	-21 78 -20 79
13	-21 79 -20 80
13	-20 74 -19 75
13	-20 75 -19 76
13	-19 75 -18 76
13	-18 15 -17 16
13	-18 79 -17 80
13	-17 27 -16 28
13	-17 80 -16 81
